angle_fingers_lr:discrete,fingers:discrete,fingers_avg_angle:discrete,lm_fing_tip_rel_pos_y:discrete,lm_fing_tip_rel_pos_z:discrete,rm_fing_tip_rel_pos_z:discrete,cls:nominal:class
8,40,8,10,39,39,move1
8,40,8,10,39,39,move1
8,40,8,10,39,39,move1
8,40,8,10,39,39,move1
8,40,8,10,39,39,move1
7,40,7,10,40,40,move1
7,40,7,11,40,40,move1
7,40,7,11,40,40,move1
7,40,7,11,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
8,40,8,11,42,42,move1
8,40,8,11,42,42,move1
7,40,7,10,43,43,move1
7,40,7,10,43,43,move1
7,40,7,10,43,43,move1
7,40,7,10,42,42,move1
7,40,7,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
5,60,17,10,42,42,move1
5,60,16,10,42,42,move1
4,60,18,10,42,42,move1
4,40,4,10,42,42,move1
3,60,17,10,42,42,move1
3,60,17,10,42,42,move1
2,60,15,10,42,42,move1
2,60,16,10,42,42,move1
2,40,2,10,42,42,move1
2,40,2,10,42,42,move1
2,40,2,10,42,42,move1
2,60,15,10,42,42,move1
2,40,2,10,42,42,move1
3,60,15,10,42,42,move1
3,60,15,10,42,42,move1
3,60,13,10,42,42,move1
4,60,11,11,42,42,move1
4,60,9,11,42,42,move1
4,60,8,12,42,42,move1
4,60,7,12,42,42,move1
4,60,7,12,42,42,move1
4,60,8,12,42,42,move1
5,60,7,12,42,42,move1
5,60,8,13,42,42,move1
5,60,9,13,42,42,move1
5,60,9,13,42,42,move1
5,60,8,13,42,42,move1
5,60,9,13,42,42,move1
5,60,8,13,42,42,move1
5,60,11,13,42,42,move1
5,60,10,14,42,42,move1
5,60,9,14,42,42,move1
5,60,8,14,42,42,move1
5,40,5,14,42,42,move1
6,40,6,14,42,42,move1
6,40,6,14,42,42,move1
6,40,6,13,42,42,move1
6,40,6,13,42,42,move1
6,40,6,13,42,42,move1
6,40,6,13,42,42,move1
6,40,6,12,42,42,move1
5,40,5,12,42,42,move1
5,40,5,12,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
4,40,4,11,41,41,move1
4,40,4,11,41,41,move1
4,40,4,10,41,41,move1
4,40,4,10,40,40,move1
4,40,4,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,10,40,40,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,9,41,41,move1
3,40,3,10,41,41,move1
3,40,3,10,41,41,move1
3,40,3,9,41,41,move1
3,40,3,10,41,41,move1
3,40,3,10,42,42,move1
3,40,3,10,42,42,move1
3,40,3,10,42,42,move1
3,40,3,10,42,42,move1
3,40,3,11,42,42,move1
3,40,3,11,42,42,move1
3,40,3,11,43,43,move1
3,40,3,11,43,43,move1
3,60,5,11,43,43,move1
3,60,5,11,43,43,move1
3,60,6,11,43,43,move1
3,60,9,11,43,43,move1
3,60,12,11,43,43,move1
3,40,3,12,43,43,move1
3,60,13,12,43,43,move1
3,40,3,11,43,43,move1
3,40,3,11,43,43,move1
3,60,9,11,43,43,move1
3,60,11,11,43,43,move1
3,60,12,11,43,43,move1
3,60,12,11,43,43,move1
3,60,13,11,43,43,move1
3,60,12,11,43,43,move1
3,40,3,11,43,43,move1
3,40,3,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,43,43,move1
4,40,4,11,42,42,move1
4,40,4,11,42,42,move1
5,40,5,11,42,42,move1
4,40,4,11,42,42,move1
4,40,4,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
5,40,5,11,42,42,move1
6,40,6,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
6,40,6,11,42,42,move1
6,40,6,11,42,42,move1
5,40,5,11,42,42,move1
6,40,6,11,42,42,move1
6,40,6,11,42,42,move1
6,40,6,10,42,42,move1
5,40,5,10,42,42,move1
5,40,5,10,42,42,move1
6,40,6,10,42,42,move1
5,40,5,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
7,40,7,10,42,42,move1
8,40,8,10,42,42,move1
7,40,7,10,42,42,move1
7,40,7,10,42,42,move1
7,40,7,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
7,40,7,9,42,42,move1
6,40,6,9,42,42,move1
7,40,7,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
7,40,7,9,42,42,move1
7,40,7,9,42,42,move1
7,40,7,9,42,42,move1
7,40,7,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
6,40,6,9,42,42,move1
5,40,5,9,42,42,move1
5,40,5,9,41,41,move1
6,40,6,9,41,41,move1
6,40,6,9,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,10,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,41,41,move1
6,40,6,11,41,41,move1
6,60,16,11,41,41,move1
6,60,18,11,41,41,move1
6,40,6,11,41,41,move1
6,60,15,12,41,41,move1
5,60,16,12,40,40,move1
5,60,16,12,40,40,move1
5,60,16,12,40,40,move1
5,60,13,12,40,40,move1
5,40,5,12,40,40,move1
5,40,5,13,40,40,move1
5,40,5,13,40,40,move1
5,40,5,13,40,40,move1
5,40,5,13,41,41,move1
5,60,12,13,41,41,move1
5,40,5,13,41,41,move1
5,60,13,13,41,41,move1
5,40,5,13,41,41,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,13,42,42,move1
5,40,5,12,43,43,move1
5,40,5,12,43,43,move1
5,40,5,12,43,43,move1
5,40,5,12,43,43,move1
5,40,5,12,43,43,move1
5,40,5,12,43,43,move1
6,40,6,12,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
6,40,6,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,10,43,43,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
6,40,6,10,42,42,move1
5,40,5,10,42,42,move1
5,40,5,10,42,42,move1
5,40,5,9,41,41,move1
5,40,5,9,41,41,move1
5,40,5,9,41,41,move1
4,40,4,9,41,41,move1
4,40,4,9,41,41,move1
4,40,4,9,41,41,move1
4,40,4,8,41,41,move1
4,40,4,8,41,41,move1
4,40,4,8,40,40,move1
4,40,4,8,40,40,move1
3,40,3,8,40,40,move1
3,40,3,7,40,40,move1
3,40,3,7,40,40,move1
3,40,3,7,40,40,move1
3,40,3,7,40,40,move1
3,40,3,8,39,39,move1
2,40,2,8,39,39,move1
2,40,2,8,39,39,move1
2,40,2,8,39,39,move1
3,40,3,8,39,39,move1
3,40,3,9,39,39,move1
3,40,3,9,39,39,move1
4,40,4,9,39,39,move1
4,40,4,10,39,39,move1
4,40,4,10,40,40,move1
4,40,4,10,40,40,move1
4,40,4,10,40,40,move1
3,40,3,10,41,41,move1
3,40,3,10,41,41,move1
3,40,3,10,41,41,move1
3,40,3,10,41,41,move1
3,40,3,11,41,41,move1
3,40,3,11,41,41,move1
3,40,3,11,41,41,move1
3,40,3,11,41,41,move1
3,40,3,11,42,42,move1
3,40,3,11,42,42,move1
3,60,3,11,42,42,move1
3,40,3,11,42,42,move1
3,40,3,11,42,42,move1
2,40,2,11,43,43,move1
2,40,2,12,43,43,move1
2,40,2,12,43,43,move1
2,60,2,12,43,43,move1
2,60,6,12,43,43,move1
2,40,2,12,43,43,move1
2,60,10,12,43,43,move1
2,60,14,12,43,43,move1
2,60,16,12,44,44,move1
2,60,18,12,44,44,move1
2,60,20,12,44,44,move1
2,60,21,12,44,44,move1
2,60,22,12,44,44,move1
2,60,23,12,44,44,move1
2,60,23,12,44,44,move1
2,60,24,12,43,43,move1
2,60,24,12,43,43,move1
2,60,24,12,43,43,move1
3,40,3,12,43,43,move1
3,60,24,12,43,43,move1
2,60,22,11,43,43,move1
3,40,3,11,43,43,move1
3,60,22,11,43,43,move1
3,40,3,11,43,43,move1
3,60,20,10,43,43,move1
3,40,3,10,43,43,move1
4,40,4,10,43,43,move1
4,60,18,10,43,43,move1
4,40,4,10,43,43,move1
5,40,5,11,43,43,move1
5,40,5,11,43,43,move1
5,40,5,11,43,43,move1
5,40,5,11,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
6,40,6,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,43,43,move1
7,40,7,12,43,43,move1
7,40,7,12,43,43,move1
7,40,7,12,43,43,move1
8,40,8,12,43,43,move1
8,40,8,12,43,43,move1
7,40,7,11,43,43,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,11,42,42,move1
7,40,7,10,42,42,move1
7,40,7,10,42,42,move1
8,40,8,10,42,42,move1
28,60,19,14,14,14,move2
28,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
29,60,19,14,14,14,move2
28,60,19,14,14,14,move2
28,60,19,14,14,14,move2
28,60,19,14,14,14,move2
28,60,19,14,13,13,move2
28,60,18,14,13,13,move2
27,60,18,14,13,13,move2
27,60,18,14,13,13,move2
27,60,18,14,13,13,move2
27,60,18,14,12,12,move2
27,60,18,14,12,12,move2
26,60,18,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,12,12,move2
26,60,17,14,13,13,move2
26,60,17,14,13,13,move2
26,60,17,14,13,13,move2
26,60,17,15,13,13,move2
26,60,17,15,14,14,move2
26,60,17,15,14,14,move2
26,60,17,15,14,14,move2
26,60,17,15,14,14,move2
27,60,18,15,15,15,move2
27,60,18,15,15,15,move2
27,60,18,15,15,15,move2
27,60,18,15,15,15,move2
27,60,18,15,16,16,move2
27,60,18,16,16,16,move2
27,60,18,16,16,16,move2
28,60,18,16,16,16,move2
28,60,18,16,16,16,move2
28,60,19,16,17,17,move2
28,60,19,16,17,17,move2
28,60,18,16,17,17,move2
28,60,18,16,17,17,move2
28,60,18,16,17,17,move2
28,60,19,16,17,17,move2
28,60,18,16,17,17,move2
28,60,19,17,18,18,move2
28,60,19,17,18,18,move2
28,60,19,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,17,18,18,move2
28,60,18,16,18,18,move2
28,60,18,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,16,18,18,move2
28,60,19,15,18,18,move2
28,60,19,15,18,18,move2
28,60,19,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,18,18,move2
41,80,23,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,18,18,move2
29,60,19,15,17,17,move2
29,60,19,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,15,17,17,move2
30,60,20,16,17,17,move2
30,60,20,15,17,17,move2
30,60,20,16,17,17,move2
30,60,20,15,17,17,move2
31,60,20,15,17,17,move2
31,60,20,15,18,18,move2
45,80,24,15,18,18,move2
43,80,23,15,18,18,move2
41,80,22,15,18,18,move2
39,80,21,15,19,19,move2
38,80,21,15,19,19,move2
36,80,20,15,19,19,move2
36,80,20,16,20,20,move2
35,80,19,16,20,20,move2
34,80,19,16,20,20,move2
34,80,18,16,20,20,move2
33,80,18,16,20,20,move2
33,80,18,16,20,20,move2
32,80,18,16,21,21,move2
32,80,18,16,21,21,move2
31,80,18,16,21,21,move2
31,80,17,16,21,21,move2
30,80,17,16,21,21,move2
30,80,17,16,21,21,move2
30,80,17,16,21,21,move2
29,80,17,16,21,21,move2
29,80,17,16,21,21,move2
29,80,17,16,21,21,move2
29,80,17,16,22,22,move2
28,80,17,16,22,22,move2
28,80,17,16,22,22,move2
30,80,17,16,22,22,move2
33,80,18,16,21,21,move2
36,80,19,16,21,21,move2
36,80,20,16,21,21,move2
39,80,21,16,21,21,move2
39,80,21,16,21,21,move2
39,80,21,16,21,21,move2
41,80,22,16,21,21,move2
43,80,23,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,21,21,move2
31,60,21,16,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,21,15,21,21,move2
31,60,20,15,21,21,move2
31,60,20,15,21,21,move2
31,60,20,15,21,21,move2
31,60,20,15,21,21,move2
31,60,20,16,22,22,move2
30,60,20,16,22,22,move2
30,60,20,16,22,22,move2
30,60,20,16,22,22,move2
30,60,20,17,22,22,move2
30,60,20,17,22,22,move2
29,60,19,17,22,22,move2
29,60,19,17,22,22,move2
29,60,19,18,23,23,move2
29,60,19,18,23,23,move2
29,60,19,18,23,23,move2
29,60,19,18,23,23,move2
29,60,19,18,23,23,move2
28,60,19,18,23,23,move2
28,60,19,18,23,23,move2
28,60,19,18,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,19,19,23,23,move2
28,60,18,19,23,23,move2
28,60,18,19,23,23,move2
28,60,18,19,23,23,move2
28,60,18,19,23,23,move2
28,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,19,23,23,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,18,24,24,move2
27,60,18,17,24,24,move2
27,60,18,17,24,24,move2
27,60,18,17,24,24,move2
27,60,18,17,24,24,move2
28,60,18,17,24,24,move2
28,60,18,17,24,24,move2
28,60,19,17,24,24,move2
28,60,19,17,24,24,move2
28,60,19,17,24,24,move2
37,80,19,17,24,24,move2
35,80,19,17,24,24,move2
34,80,18,17,24,24,move2
33,80,18,17,23,23,move2
32,80,17,17,23,23,move2
30,80,16,17,23,23,move2
29,80,16,18,23,23,move2
29,80,16,18,23,23,move2
28,80,16,18,23,23,move2
28,80,16,18,23,23,move2
28,80,16,18,23,23,move2
28,80,16,18,23,23,move2
27,80,16,18,23,23,move2
27,80,16,18,23,23,move2
27,80,16,18,23,23,move2
27,80,16,18,23,23,move2
30,80,16,19,23,23,move2
33,80,17,19,23,23,move2
36,80,19,19,23,23,move2
39,80,21,19,22,22,move2
42,80,22,19,22,22,move2
44,80,23,19,22,22,move2
44,80,23,19,22,22,move2
45,80,24,19,22,22,move2
45,80,24,19,22,22,move2
45,80,24,19,22,22,move2
45,80,24,19,22,22,move2
45,80,24,19,22,22,move2
44,80,23,19,22,22,move2
44,80,23,19,22,22,move2
44,80,23,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,19,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,23,23,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,18,24,24,move2
30,60,20,17,24,24,move2
30,60,20,17,24,24,move2
49,80,26,17,24,24,move2
48,80,26,17,24,24,move2
49,80,26,17,24,24,move2
50,80,26,17,24,24,move2
50,80,27,17,24,24,move2
51,80,27,17,24,24,move2
52,80,28,17,24,24,move2
50,80,27,17,24,24,move2
49,80,26,17,24,24,move2
47,80,25,17,24,24,move2
45,80,24,18,24,24,move2
44,80,23,18,24,24,move2
42,80,22,18,24,24,move2
41,80,21,18,24,24,move2
39,80,21,18,24,24,move2
38,80,20,18,24,24,move2
37,80,19,18,24,24,move2
36,80,19,18,24,24,move2
34,80,18,18,24,24,move2
33,80,17,18,24,24,move2
32,80,17,18,24,24,move2
31,80,17,18,24,24,move2
31,80,17,18,24,24,move2
30,80,17,18,24,24,move2
29,80,17,18,24,24,move2
28,80,16,18,24,24,move2
28,80,17,18,24,24,move2
28,80,17,18,24,24,move2
28,80,17,18,24,24,move2
27,80,17,18,24,24,move2
27,80,16,18,24,24,move2
26,80,16,18,24,24,move2
26,80,16,18,25,25,move2
27,80,17,19,25,25,move2
50,100,23,19,25,25,move2
54,100,25,19,25,25,move2
51,100,24,19,25,25,move2
33,80,17,19,25,25,move2
49,100,23,19,25,25,move2
47,100,23,19,25,25,move2
37,80,20,19,25,25,move2
45,100,23,18,25,25,move2
47,100,23,18,25,25,move2
41,80,21,18,25,25,move2
49,100,24,18,25,25,move2
42,80,22,18,25,25,move2
49,100,25,18,25,25,move2
46,80,24,18,25,25,move2
51,80,28,18,25,25,move2
46,80,26,18,25,25,move2
30,60,20,18,25,25,move2
30,60,20,18,25,25,move2
30,60,20,18,25,25,move2
49,80,26,18,25,25,move2
30,60,20,18,25,25,move2
51,80,27,18,25,25,move2
30,60,20,18,25,25,move2
30,60,20,18,25,25,move2
30,60,20,17,25,25,move2
30,60,20,17,25,25,move2
30,60,20,17,24,24,move2
30,60,20,17,24,24,move2
30,60,20,17,24,24,move2
30,60,20,16,23,23,move2
30,60,20,16,23,23,move2
30,60,20,16,23,23,move2
29,60,20,16,23,23,move2
29,60,19,16,22,22,move2
29,60,19,15,22,22,move2
29,60,19,15,21,21,move2
29,60,19,15,21,21,move2
28,60,19,14,21,21,move2
28,60,19,14,20,20,move2
28,60,19,14,20,20,move2
28,60,19,14,20,20,move2
28,60,19,13,19,19,move2
28,60,19,13,19,19,move2
28,60,19,13,19,19,move2
28,60,19,13,19,19,move2
28,60,19,12,19,19,move2
28,60,19,12,19,19,move2
28,60,19,12,19,19,move2
29,60,19,12,19,19,move2
29,60,20,12,19,19,move2
30,60,20,12,19,19,move2
30,60,20,12,19,19,move2
30,60,20,12,19,19,move2
31,60,21,12,19,19,move2
31,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,12,19,19,move2
32,60,21,13,19,19,move2
32,60,21,13,19,19,move2
32,60,21,13,19,19,move2
32,60,21,13,19,19,move2
32,60,21,14,19,19,move2
32,60,21,14,19,19,move2
32,60,21,14,19,19,move2
32,60,21,14,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,21,15,20,20,move2
31,60,20,15,20,20,move2
31,60,20,16,20,20,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,16,21,21,move2
31,60,20,17,21,21,move2
31,60,20,17,22,22,move2
31,60,20,17,22,22,move2
31,60,20,17,22,22,move2
31,60,20,17,22,22,move2
31,60,20,17,22,22,move2
